month,sourceFile,rowNumber,sourceSystem,account,currency,isbn,title,units,gross,net,sha256,lineItem
01,LSI POD Wholesale Comp Report for 9118734 (US-USD).xls,30,INGRAM_POD,9118734,USD,1954414781,"Your Brain Has Too Much What, Mommy??",0,0,0,17c868f08803d4fc4f3201bf7b1babc4b067fefe031a7178c0668b61e6bb5bc7,df3937c8230ee4091a22754a547384fb9f6713b1e8e669aebfaa13f94655adad
01,LSI POD Wholesale Comp Report for 9118734 (US-USD).xls,31,INGRAM_POD,9118734,USD,1954414897,"Biblical Prescriptions For Life's Troubles",0,0,0,17c868f08803d4fc4f3201bf7b1babc4b067fefe031a7178c0668b61e6bb5bc7,925338cf9b5c19e66a3fff5f471a5e6acf5dd84bc9375e88d7e71055b818b874
01,LSI POD Wholesale Comp Report for 9118734 (US-USD).xls,32,INGRAM_POD,9118734,USD,1954414919,"Discipline and Direction: God's Leadership Style",0,0,0,17c868f08803d4fc4f3201bf7b1babc4b067fefe031a7178c0668b61e6bb5bc7,71c048e371f431184f3773e14530b6a48e0df4d748ca21bf6391d408b52a6bbd
01,LSI POD Wholesale Comp Report for 9118734 (US-USD).xls,33,INGRAM_POD,9118734,USD,1954414935,"Hodge Podge of Life",0,0,0,17c868f08803d4fc4f3201bf7b1babc4b067fefe031a7178c0668b61e6bb5bc7,0376a4740431d1e3777ebad32b05a38d42b56ed242735688990fcfa8f5abcd23
01,LSI POD Wholesale Comp Report for 9118734 (US-USD).xls,34,INGRAM_POD,9118734,USD,1961475138,"The Great Hair Restart: The Ultimate Guide to Resetting Your Natural Hair Journey with Confidence",0,0,0,17c868f08803d4fc4f3201bf7b1babc4b067fefe031a7178c0668b61e6bb5bc7,0c7d5055964679a3ea661a8c035a3bfe1851b560db11e90731e95979654c7a0a
01,LSI POD Wholesale Comp Report for 9118734 (US-USD).xls,35,INGRAM_POD,9118734,USD,1961475200,"Divinely Inspired: Trauma Triumphed",0,0,0,17c868f08803d4fc4f3201bf7b1babc4b067fefe031a7178c0668b61e6bb5bc7,940fa05dc250d16b7fcd4b3b211b4cec70c614deac6ebff0e279d5e4571e5f89
01,LSI POD Wholesale Comp Report for 9118734 (US-USD).xls,36,INGRAM_POD,9118734,USD,1961475219,"Taylor Made: My Life, My Story",1,11.99,7.64,17c868f08803d4fc4f3201bf7b1babc4b067fefe031a7178c0668b61e6bb5bc7,4aaf1ef3376e1b444d0dd0d9cf80a8b9f2fbbc5a43ed487ba2bd6299a0790efc
01,LSI POD Wholesale Comp Report for 9118734 (US-USD).xls,37,INGRAM_POD,9118734,USD,196147526X,"The Great Hair Restart: The Journal",0,0,0,17c868f08803d4fc4f3201bf7b1babc4b067fefe031a7178c0668b61e6bb5bc7,7f977973fe25a4641acc5faf997820b9c82421947ab0995bda7636ebc86eb932
01,LSI POD Wholesale Comp Report for 9118734 (US-USD).xls,38,INGRAM_POD,9118734,USD,1961475278,"The Great Hair Restart: The Journal",0,0,0,17c868f08803d4fc4f3201bf7b1babc4b067fefe031a7178c0668b61e6bb5bc7,7398d7b4717c877a77bdf8169b043109df205a89c4e64d445ba7fbf3dcd26c51
01,LSI POD Wholesale Comp Report for 9118734 (US-USD).xls,39,INGRAM_POD,9118734,USD,1961475294,"Taylor Made: My Life, My Story",0,0,0,17c868f08803d4fc4f3201bf7b1babc4b067fefe031a7178c0668b61e6bb5bc7,5d2fdfe3cf1d927a32e1fc677dfedc3f539ab4d381324711400a3a32cc7ccd32
01,LSI POD Wholesale Comp Report for 9118734 (US-USD).xls,40,INGRAM_POD,9118734,USD,1961475332,"Delicious Ideas!: The Legacy Cookbook",0,0,0,17c868f08803d4fc4f3201bf7b1babc4b067fefe031a7178c0668b61e6bb5bc7,02228fbd640a3cf1f360977e74bba1c8e40d7ed83eeffbceb756c9201f030234
01,LSI POD Wholesale Comp Report for 9118734 (US-USD).xls,41,INGRAM_POD,9118734,USD,1961475367,"27 Days to Overcoming Depression: Debunking All the Lies",2,17.98,9.36,17c868f08803d4fc4f3201bf7b1babc4b067fefe031a7178c0668b61e6bb5bc7,625aa931f130363883b26a4b219cd1775a5588ff9f4427b8c9f877ab66ff22cb
01,LSI POD Wholesale Comp Report for 9118734 (US-USD).xls,42,INGRAM_POD,9118734,USD,1961475383,"War Mother",2,17.98,10.56,17c868f08803d4fc4f3201bf7b1babc4b067fefe031a7178c0668b61e6bb5bc7,52954e7294eb88d3881fdffd3b7766074eba26cb4e4c3c4a9f2fb783a5a9eb5b
